Year,State,MinWage,Patents,D_MinWage,D_MinWage_Positive,D_Patents,D_Patents_Pct,D_MinWage_L1,D_Patents_L1,D_MinWage_L2,D_Patents_L2,D_MinWage_L3,D_Patents_L3
2006,Ohio,6.61,3295,-0.20999999999999996,0,564.0,0.20651775906261438,-0.22999999999999954,-687.0,-0.1900000000000004,-475.0,-0.16000000000000014,-80.0
2007,Ohio,8.55,3062,1.9400000000000004,1,-233.0,-0.07071320182094087,-0.20999999999999996,564.0,-0.22999999999999954,-687.0,-0.1900000000000004,-475.0
2008,Ohio,8.41,3156,-0.14000000000000057,0,94.0,0.030698889614630964,1.9400000000000004,-233.0,-0.20999999999999996,564.0,-0.22999999999999954,-687.0
2009,Ohio,8.8,3023,0.39000000000000057,1,-133.0,-0.042141951837769365,-0.14000000000000057,94.0,1.9400000000000004,-233.0,-0.20999999999999996,564.0
2010,Ohio,8.66,3983,-0.14000000000000057,0,960.0,0.3175653324512073,0.39000000000000057,-133.0,-0.14000000000000057,94.0,1.9400000000000004,-233.0
2011,Ohio,8.51,3903,-0.15000000000000036,0,-80.0,-0.020085362791865458,-0.14000000000000057,960.0,0.39000000000000057,-133.0,-0.14000000000000057,94.0
2012,Ohio,8.67,4110,0.16000000000000014,1,207.0,0.05303612605687924,-0.15000000000000036,-80.0,-0.14000000000000057,960.0,0.39000000000000057,-133.0
2013,Ohio,8.72,4297,0.05000000000000071,1,187.0,0.04549878345498781,0.16000000000000014,207.0,-0.15000000000000036,-80.0,-0.14000000000000057,960.0
2014,Ohio,7.92,4384,-0.8000000000000007,0,87.0,0.02024668373283678,0.05000000000000071,187.0,0.16000000000000014,207.0,-0.15000000000000036,-80.0
2015,Ohio,7.91,4298,-0.009999999999999787,0,-86.0,-0.019616788321167866,-0.8000000000000007,87.0,0.05000000000000071,187.0,0.16000000000000014,207.0
2002,Oklahoma,7.4,518,,0,,,,,,,,
2003,Oklahoma,7.24,563,-0.16000000000000014,0,45.0,0.08687258687258681,,,,,,
2004,Oklahoma,7.05,490,-0.1900000000000004,0,-73.0,-0.12966252220248664,-0.16000000000000014,45.0,,,,
2005,Oklahoma,6.82,429,-0.22999999999999954,0,-61.0,-0.1244897959183674,-0.1900000000000004,-73.0,-0.16000000000000014,45.0,,
2006,Oklahoma,6.61,583,-0.20999999999999996,0,154.0,0.35897435897435903,-0.22999999999999954,-61.0,-0.1900000000000004,-73.0,-0.16000000000000014,45.0
2007,Oklahoma,6.42,526,-0.1900000000000004,0,-57.0,-0.097770154373928,-0.20999999999999996,154.0,-0.22999999999999954,-61.0,-0.1900000000000004,-73.0
2008,Oklahoma,7.03,476,0.6100000000000003,1,-50.0,-0.09505703422053235,-0.1900000000000004,-57.0,-0.20999999999999996,154.0,-0.22999999999999954,-61.0
2009,Oklahoma,7.9,446,0.8700000000000001,1,-30.0,-0.06302521008403361,0.6100000000000003,-50.0,-0.1900000000000004,-57.0,-0.20999999999999996,154.0
2010,Oklahoma,8.6,582,0.6999999999999993,1,136.0,0.30493273542600896,0.8700000000000001,-30.0,0.6100000000000003,-50.0,-0.1900000000000004,-57.0
2011,Oklahoma,8.34,529,-0.2599999999999998,0,-53.0,-0.09106529209621994,0.6999999999999993,136.0,0.8700000000000001,-30.0,0.6100000000000003,-50.0
2012,Oklahoma,8.17,521,-0.16999999999999993,0,-8.0,-0.015122873345935761,-0.2599999999999998,-53.0,0.6999999999999993,136.0,0.8700000000000001,-30.0
2013,Oklahoma,8.05,604,-0.11999999999999922,0,83.0,0.15930902111324374,-0.16999999999999993,-8.0,-0.2599999999999998,-53.0,0.6999999999999993,136.0
2014,Oklahoma,7.92,628,-0.13000000000000078,0,24.0,0.039735099337748325,-0.11999999999999922,83.0,-0.16999999999999993,-8.0,-0.2599999999999998,-53.0
2015,Oklahoma,7.91,597,-0.009999999999999787,0,-31.0,-0.04936305732484081,-0.13000000000000078,24.0,-0.11999999999999922,83.0,-0.16999999999999993,-8.0
2002,Oregon,9.35,1716,,0,,,,,,,,
2003,Oregon,9.7,1867,0.34999999999999964,1,151.0,0.08799533799533799,,,,,,
2004,Oregon,9.65,1967,-0.049999999999998934,0,100.0,0.05356186395286566,0.34999999999999964,151.0,,,,
2005,Oregon,9.6,1849,-0.05000000000000071,0,-118.0,-0.05998983223182508,-0.049999999999998934,100.0,0.34999999999999964,151.0,,
2006,Oregon,9.62,2536,0.019999999999999574,1,687.0,0.37155219037317466,-0.05000000000000071,-118.0,-0.049999999999998934,100.0,0.34999999999999964,151.0
2007,Oregon,9.73,2282,0.11000000000000121,1,-254.0,-0.10015772870662465,0.019999999999999574,687.0,-0.05000000000000071,-118.0,-0.049999999999998934,100.0
2008,Oregon,9.55,2173,-0.17999999999999972,0,-109.0,-0.0477651183172656,0.11000000000000121,-254.0,0.019999999999999574,687.0,-0.05000000000000071,-118.0
2009,Oregon,10.13,2014,0.5800000000000001,1,-159.0,-0.07317073170731703,-0.17999999999999972,-109.0,0.11000000000000121,-254.0,0.019999999999999574,687.0
2010,Oregon,9.96,2340,-0.16999999999999993,0,326.0,0.1618669314796426,0.5800000000000001,-159.0,-0.17999999999999972,-109.0,0.11000000000000121,-254.0
2011,Oregon,9.77,2372,-0.19000000000000128,0,32.0,0.013675213675213627,-0.16999999999999993,326.0,0.5800000000000001,-159.0,-0.17999999999999972,-109.0
2012,Oregon,9.91,2462,0.14000000000000057,1,90.0,0.03794266441821237,-0.19000000000000128,32.0,-0.16999999999999993,326.0,0.5800000000000001,-159.0
2013,Oregon,9.94,2662,0.02999999999999936,1,200.0,0.08123476848090982,0.14000000000000057,90.0,-0.19000000000000128,32.0,-0.16999999999999993,326.0
2014,Oregon,9.94,2919,0.0,0,257.0,0.09654395191585263,0.02999999999999936,200.0,0.14000000000000057,90.0,-0.19000000000000128,32.0
2015,Oregon,10.09,2796,0.15000000000000036,1,-123.0,-0.04213771839671121,0.0,257.0,0.02999999999999936,200.0,0.14000000000000057,90.0
2002,Pennsylvania,7.4,3642,,0,,,,,,,,
2003,Pennsylvania,7.24,3560,-0.16000000000000014,0,-82.0,-0.02251510159253156,,,,,,
2004,Pennsylvania,7.05,3224,-0.1900000000000004,0,-336.0,-0.09438202247191008,-0.16000000000000014,-82.0,,,,
2005,Pennsylvania,6.82,2546,-0.22999999999999954,0,-678.0,-0.2102977667493796,-0.1900000000000004,-336.0,-0.16000000000000014,-82.0,,
2006,Pennsylvania,6.61,3191,-0.20999999999999996,0,645.0,0.25333857030636286,-0.22999999999999954,-678.0,-0.1900000000000004,-336.0,-0.16000000000000014,-82.0
2007,Pennsylvania,7.8,2987,1.1899999999999995,1,-204.0,-0.06392980256972736,-0.20999999999999996,645.0,-0.22999999999999954,-678.0,-0.1900000000000004,-336.0
2008,Pennsylvania,8.59,2850,0.79,1,-137.0,-0.045865416806160075,1.1899999999999995,-204.0,-0.20999999999999996,645.0,-0.22999999999999954,-678.0
2009,Pennsylvania,8.62,3066,0.02999999999999936,1,216.0,0.07578947368421063,0.79,-137.0,1.1899999999999995,-204.0,-0.20999999999999996,645.0
2010,Pennsylvania,8.6,3888,-0.019999999999999574,0,822.0,0.2681017612524461,0.02999999999999936,216.0,0.79,-137.0,1.1899999999999995,-204.0
2011,Pennsylvania,8.34,3652,-0.2599999999999998,0,-236.0,-0.06069958847736623,-0.019999999999999574,822.0,0.02999999999999936,216.0,0.79,-137.0
2012,Pennsylvania,8.17,3894,-0.16999999999999993,0,242.0,0.06626506024096379,-0.2599999999999998,-236.0,-0.019999999999999574,822.0,0.02999999999999936,216.0
2013,Pennsylvania,8.05,4358,-0.11999999999999922,0,464.0,0.11915767847971237,-0.16999999999999993,242.0,-0.2599999999999998,-236.0,-0.019999999999999574,822.0
2014,Pennsylvania,7.92,4484,-0.13000000000000078,0,126.0,0.0289123451124369,-0.11999999999999922,464.0,-0.16999999999999993,242.0,-0.2599999999999998,-236.0
2015,Pennsylvania,7.91,4225,-0.009999999999999787,0,-259.0,-0.0577609277430865,-0.13000000000000078,126.0,-0.11999999999999922,464.0,-0.16999999999999993,242.0
2002,Puerto Rico,7.4,22,,0,,,,,,,,
2003,Puerto Rico,7.24,29,-0.16000000000000014,0,7.0,0.3181818181818181,,,,,,
2004,Puerto Rico,7.05,20,-0.1900000000000004,0,-9.0,-0.31034482758620685,-0.16000000000000014,7.0,,,,
2005,Puerto Rico,6.82,33,-0.22999999999999954,0,13.0,0.6499999999999999,-0.1900000000000004,-9.0,-0.16000000000000014,7.0,,
2006,Puerto Rico,6.61,26,-0.20999999999999996,0,-7.0,-0.21212121212121215,-0.22999999999999954,13.0,-0.1900000000000004,-9.0,-0.16000000000000014,7.0
2007,Puerto Rico,6.42,29,-0.1900000000000004,0,3.0,0.11538461538461542,-0.20999999999999996,-7.0,-0.22999999999999954,13.0,-0.1900000000000004,-9.0
2008,Puerto Rico,7.03,18,0.6100000000000003,1,-11.0,-0.3793103448275862,-0.1900000000000004,3.0,-0.20999999999999996,-7.0,-0.22999999999999954,13.0
2009,Puerto Rico,7.9,20,0.8700000000000001,1,2.0,0.11111111111111116,0.6100000000000003,-11.0,-0.1900000000000004,3.0,-0.20999999999999996,-7.0
2010,Puerto Rico,8.6,28,0.6999999999999993,1,8.0,0.3999999999999999,0.8700000000000001,2.0,0.6100000000000003,-11.0,-0.1900000000000004,3.0
2011,Puerto Rico,8.34,28,-0.2599999999999998,0,0.0,0.0,0.6999999999999993,8.0,0.8700000000000001,2.0,0.6100000000000003,-11.0
2012,Puerto Rico,8.17,39,-0.16999999999999993,0,11.0,0.3928571428571428,-0.2599999999999998,0.0,0.6999999999999993,8.0,0.8700000000000001,2.0
2013,Puerto Rico,8.05,20,-0.11999999999999922,0,-19.0,-0.4871794871794872,-0.16999999999999993,11.0,-0.2599999999999998,0.0,0.6999999999999993,8.0
2014,Puerto Rico,7.92,41,-0.13000000000000078,0,21.0,1.0499999999999998,-0.11999999999999922,-19.0,-0.16999999999999993,11.0,-0.2599999999999998,0.0
2015,Puerto Rico,7.91,40,-0.009999999999999787,0,-1.0,-0.024390243902439046,-0.13000000000000078,21.0,-0.11999999999999922,-19.0,-0.16999999999999993,11.0
2002,Rhode Island,8.84,311,,0,,,,,,,,
2003,Rhode Island,8.65,325,-0.1899999999999995,0,14.0,0.045016077170418,,,,,,
2004,Rhode Island,9.24,368,0.5899999999999999,1,43.0,0.13230769230769224,-0.1899999999999995,14.0,,,,
2005,Rhode Island,8.94,312,-0.3000000000000007,0,-56.0,-0.15217391304347827,0.5899999999999999,43.0,-0.1899999999999995,14.0,,
2006,Rhode Island,8.66,354,-0.27999999999999936,0,42.0,0.13461538461538458,-0.3000000000000007,-56.0,0.5899999999999999,43.0,-0.1899999999999995,14.0
2007,Rhode Island,9.23,380,0.5700000000000003,1,26.0,0.07344632768361592,-0.27999999999999936,42.0,-0.3000000000000007,-56.0,0.5899999999999999,43.0
2008,Rhode Island,8.89,303,-0.33999999999999986,0,-77.0,-0.20263157894736838,0.5700000000000003,26.0,-0.27999999999999936,42.0,-0.3000000000000007,-56.0
2009,Rhode Island,8.92,305,0.02999999999999936,1,2.0,0.0066006600660066805,-0.33999999999999986,-77.0,0.5700000000000003,26.0,-0.27999999999999936,42.0
2010,Rhode Island,8.78,354,-0.14000000000000057,0,49.0,0.16065573770491803,0.02999999999999936,2.0,-0.33999999999999986,-77.0,0.5700000000000003,26.0
2011,Rhode Island,8.51,351,-0.2699999999999996,0,-3.0,-0.008474576271186418,-0.14000000000000057,49.0,0.02999999999999936,2.0,-0.33999999999999986,-77.0
2012,Rhode Island,8.34,415,-0.16999999999999993,0,64.0,0.18233618233618243,-0.2699999999999996,-3.0,-0.14000000000000057,49.0,0.02999999999999936,2.0
2013,Rhode Island,8.61,410,0.2699999999999996,1,-5.0,-0.012048192771084376,-0.16999999999999993,64.0,-0.2699999999999996,-3.0,-0.14000000000000057,49.0
2014,Rhode Island,8.74,447,0.13000000000000078,1,37.0,0.09024390243902447,0.2699999999999996,-5.0,-0.16999999999999993,64.0,-0.2699999999999996,-3.0
2015,Rhode Island,9.82,393,1.08,1,-54.0,-0.12080536912751683,0.13000000000000078,37.0,0.2699999999999996,-5.0,-0.16999999999999993,64.0
2002,South Carolina,7.4,711,,0,,,,,,,,
2003,South Carolina,7.24,651,-0.16000000000000014,0,-60.0,-0.08438818565400841,,,,,,
2004,South Carolina,7.05,581,-0.1900000000000004,0,-70.0,-0.10752688172043012,-0.16000000000000014,-60.0,,,,
2005,South Carolina,6.82,539,-0.22999999999999954,0,-42.0,-0.07228915662650603,-0.1900000000000004,-70.0,-0.16000000000000014,-60.0,,
2006,South Carolina,6.61,691,-0.20999999999999996,0,152.0,0.2820037105751392,-0.22999999999999954,-42.0,-0.1900000000000004,-70.0,-0.16000000000000014,-60.0
2007,South Carolina,6.42,542,-0.1900000000000004,0,-149.0,-0.215629522431259,-0.20999999999999996,152.0,-0.22999999999999954,-42.0,-0.1900000000000004,-70.0
2008,South Carolina,7.03,524,0.6100000000000003,1,-18.0,-0.03321033210332103,-0.1900000000000004,-149.0,-0.20999999999999996,152.0,-0.22999999999999954,-42.0
2009,South Carolina,7.9,579,0.8700000000000001,1,55.0,0.1049618320610688,0.6100000000000003,-18.0,-0.1900000000000004,-149.0,-0.20999999999999996,152.0
2010,South Carolina,8.6,652,0.6999999999999993,1,73.0,0.12607944732297072,0.8700000000000001,55.0,0.6100000000000003,-18.0,-0.1900000000000004,-149.0
2011,South Carolina,8.34,793,-0.2599999999999998,0,141.0,0.21625766871165641,0.6999999999999993,73.0,0.8700000000000001,55.0,0.6100000000000003,-18.0
2012,South Carolina,8.17,978,-0.16999999999999993,0,185.0,0.23329129886506927,-0.2599999999999998,141.0,0.6999999999999993,73.0,0.8700000000000001,55.0
2013,South Carolina,8.05,971,-0.11999999999999922,0,-7.0,-0.007157464212678932,-0.16999999999999993,185.0,-0.2599999999999998,141.0,0.6999999999999993,73.0
2014,South Carolina,7.92,999,-0.13000000000000078,0,28.0,0.02883625128733258,-0.11999999999999922,-7.0,-0.16999999999999993,185.0,-0.2599999999999998,141.0
2015,South Carolina,7.91,1058,-0.009999999999999787,0,59.0,0.05905905905905895,-0.13000000000000078,28.0,-0.11999999999999922,-7.0,-0.16999999999999993,185.0
2002,South Dakota,7.4,90,,0,,,,,,,,
2003,South Dakota,7.24,89,-0.16000000000000014,0,-1.0,-0.011111111111111072,,,,,,
2004,South Dakota,7.05,88,-0.1900000000000004,0,-1.0,-0.011235955056179803,-0.16000000000000014,-1.0,,,,
2005,South Dakota,6.82,68,-0.22999999999999954,0,-20.0,-0.2272727272727273,-0.1900000000000004,-1.0,-0.16000000000000014,-1.0,,
2006,South Dakota,6.61,79,-0.20999999999999996,0,11.0,0.16176470588235303,-0.22999999999999954,-20.0,-0.1900000000000004,-1.0,-0.16000000000000014,-1.0
2007,South Dakota,6.42,66,-0.1900000000000004,0,-13.0,-0.16455696202531644,-0.20999999999999996,11.0,-0.22999999999999954,-20.0,-0.1900000000000004,-1.0
2008,South Dakota,7.03,60,0.6100000000000003,1,-6.0,-0.09090909090909094,-0.1900000000000004,-13.0,-0.20999999999999996,11.0,-0.22999999999999954,-20.0
2009,South Dakota,7.9,56,0.8700000000000001,1,-4.0,-0.06666666666666665,0.6100000000000003,-6.0,-0.1900000000000004,-13.0,-0.20999999999999996,11.0
2010,South Dakota,8.6,82,0.6999999999999993,1,26.0,0.4642857142857142,0.8700000000000001,-4.0,0.6100000000000003,-6.0,-0.1900000000000004,-13.0
2011,South Dakota,8.34,106,-0.2599999999999998,0,24.0,0.29268292682926833,0.6999999999999993,26.0,0.8700000000000001,-4.0,0.6100000000000003,-6.0
2012,South Dakota,8.17,129,-0.16999999999999993,0,23.0,0.21698113207547176,-0.2599999999999998,24.0,0.6999999999999993,26.0,0.8700000000000001,-4.0
2013,South Dakota,8.05,136,-0.11999999999999922,0,7.0,0.054263565891472965,-0.16999999999999993,23.0,-0.2599999999999998,24.0,0.6999999999999993,26.0
2014,South Dakota,7.92,128,-0.13000000000000078,0,-8.0,-0.05882352941176472,-0.11999999999999922,7.0,-0.16999999999999993,23.0,-0.2599999999999998,24.0
2015,South Dakota,9.28,128,1.3599999999999994,1,0.0,0.0,-0.13000000000000078,-8.0,-0.11999999999999922,7.0,-0.16999999999999993,23.0
2002,Tennessee,7.4,1003,,0,,,,,,,,
2003,Tennessee,7.24,973,-0.16000000000000014,0,-30.0,-0.029910269192422678,,,,,,
2004,Tennessee,7.05,874,-0.1900000000000004,0,-99.0,-0.10174717368961972,-0.16000000000000014,-30.0,,,,
2005,Tennessee,6.82,713,-0.22999999999999954,0,-161.0,-0.1842105263157895,-0.1900000000000004,-99.0,-0.16000000000000014,-30.0,,
2006,Tennessee,6.61,817,-0.20999999999999996,0,104.0,0.1458625525946704,-0.22999999999999954,-161.0,-0.1900000000000004,-99.0,-0.16000000000000014,-30.0
2007,Tennessee,6.42,793,-0.1900000000000004,0,-24.0,-0.02937576499388006,-0.20999999999999996,104.0,-0.22999999999999954,-161.0,-0.1900000000000004,-99.0
2008,Tennessee,7.03,798,0.6100000000000003,1,5.0,0.006305170239596425,-0.1900000000000004,-24.0,-0.20999999999999996,104.0,-0.22999999999999954,-161.0
2009,Tennessee,7.9,785,0.8700000000000001,1,-13.0,-0.016290726817042578,0.6100000000000003,5.0,-0.1900000000000004,-24.0,-0.20999999999999996,104.0
2010,Tennessee,8.6,1037,0.6999999999999993,1,252.0,0.3210191082802547,0.8700000000000001,-13.0,0.6100000000000003,5.0,-0.1900000000000004,-24.0
2011,Tennessee,8.34,1080,-0.2599999999999998,0,43.0,0.041465766634522616,0.6999999999999993,252.0,0.8700000000000001,-13.0,0.6100000000000003,5.0
2012,Tennessee,8.17,1065,-0.16999999999999993,0,-15.0,-0.01388888888888884,-0.2599999999999998,43.0,0.6999999999999993,252.0,0.8700000000000001,-13.0
2013,Tennessee,8.05,1111,-0.11999999999999922,0,46.0,0.04319248826291089,-0.16999999999999993,-15.0,-0.2599999999999998,43.0,0.6999999999999993,252.0
2014,Tennessee,7.92,1181,-0.13000000000000078,0,70.0,0.06300630063006296,-0.11999999999999922,46.0,-0.16999999999999993,-15.0,-0.2599999999999998,43.0
2015,Tennessee,7.91,1127,-0.009999999999999787,0,-54.0,-0.04572396274343782,-0.13000000000000078,70.0,-0.11999999999999922,46.0,-0.16999999999999993,-15.0
2002,Texas,7.4,6341,,0,,,,,,,,
2003,Texas,7.24,6380,-0.16000000000000014,0,39.0,0.0061504494559216916,,,,,,
2004,Texas,7.05,6241,-0.1900000000000004,0,-139.0,-0.02178683385579938,-0.16000000000000014,39.0,,,,
2005,Texas,6.82,5526,-0.22999999999999954,0,-715.0,-0.11456497356192918,-0.1900000000000004,-139.0,-0.16000000000000014,39.0,,
2006,Texas,6.61,6717,-0.20999999999999996,0,1191.0,0.21552660152008696,-0.22999999999999954,-715.0,-0.1900000000000004,-139.0,-0.16000000000000014,39.0
2007,Texas,6.42,6228,-0.1900000000000004,0,-489.0,-0.07280035730236711,-0.20999999999999996,1191.0,-0.22999999999999954,-715.0,-0.1900000000000004,-139.0
2008,Texas,7.03,6184,0.6100000000000003,1,-44.0,-0.007064868336544627,-0.1900000000000004,-489.0,-0.20999999999999996,1191.0,-0.22999999999999954,-715.0
2009,Texas,7.9,6436,0.8700000000000001,1,252.0,0.0407503234152653,0.6100000000000003,-44.0,-0.1900000000000004,-489.0,-0.20999999999999996,1191.0
2010,Texas,8.6,8027,0.6999999999999993,1,1591.0,0.2472032318210069,0.8700000000000001,252.0,0.6100000000000003,-44.0,-0.1900000000000004,-489.0
2011,Texas,8.34,8044,-0.2599999999999998,0,17.0,0.0021178522486606788,0.6999999999999993,1591.0,0.8700000000000001,252.0,0.6100000000000003,-44.0
2012,Texas,8.17,8930,-0.16999999999999993,0,886.0,0.11014420686225757,-0.2599999999999998,17.0,0.6999999999999993,1591.0,0.8700000000000001,252.0
2013,Texas,8.05,9821,-0.11999999999999922,0,891.0,0.09977603583426653,-0.16999999999999993,886.0,-0.2599999999999998,17.0,0.6999999999999993,1591.0
2014,Texas,7.92,10692,-0.13000000000000078,0,871.0,0.08868750636391409,-0.11999999999999922,891.0,-0.16999999999999993,886.0,-0.2599999999999998,17.0
2015,Texas,7.91,10561,-0.009999999999999787,0,-131.0,-0.012252151141040057,-0.13000000000000078,871.0,-0.11999999999999922,891.0,-0.16999999999999993,886.0
2002,Utah,7.4,747,,0,,,,,,,,
2003,Utah,7.24,725,-0.16000000000000014,0,-22.0,-0.029451137884872858,,,,,,
2004,Utah,7.05,784,-0.1900000000000004,0,59.0,0.08137931034482748,-0.16000000000000014,-22.0,,,,
2005,Utah,6.82,644,-0.22999999999999954,0,-140.0,-0.1785714285714286,-0.1900000000000004,59.0,-0.16000000000000014,-22.0,,
2006,Utah,6.61,800,-0.20999999999999996,0,156.0,0.2422360248447204,-0.22999999999999954,-140.0,-0.1900000000000004,59.0,-0.16000000000000014,-22.0
2007,Utah,6.42,766,-0.1900000000000004,0,-34.0,-0.04249999999999998,-0.20999999999999996,156.0,-0.22999999999999954,-140.0,-0.1900000000000004,59.0
2008,Utah,7.03,727,0.6100000000000003,1,-39.0,-0.050913838120104415,-0.1900000000000004,-34.0,-0.20999999999999996,156.0,-0.22999999999999954,-140.0
2009,Utah,7.9,856,0.8700000000000001,1,129.0,0.17744154057771655,0.6100000000000003,-39.0,-0.1900000000000004,-34.0,-0.20999999999999996,156.0
2010,Utah,8.6,1145,0.6999999999999993,1,289.0,0.33761682242990654,0.8700000000000001,129.0,0.6100000000000003,-39.0,-0.1900000000000004,-34.0
2011,Utah,8.34,1214,-0.2599999999999998,0,69.0,0.06026200873362453,0.6999999999999993,289.0,0.8700000000000001,129.0,0.6100000000000003,-39.0
2012,Utah,8.17,1327,-0.16999999999999993,0,113.0,0.09308072487644159,-0.2599999999999998,69.0,0.6999999999999993,289.0,0.8700000000000001,129.0
2013,Utah,8.05,1414,-0.11999999999999922,0,87.0,0.06556141672946492,-0.16999999999999993,113.0,-0.2599999999999998,69.0,0.6999999999999993,289.0
2014,Utah,7.92,1526,-0.13000000000000078,0,112.0,0.07920792079207928,-0.11999999999999922,87.0,-0.16999999999999993,113.0,-0.2599999999999998,69.0
2015,Utah,7.91,1595,-0.009999999999999787,0,69.0,0.04521625163826992,-0.13000000000000078,112.0,-0.11999999999999922,87.0,-0.16999999999999993,113.0
2002,Vermont,8.99,509,,0,,,,,,,,
2003,Vermont,8.79,466,-0.20000000000000107,0,-43.0,-0.08447937131630645,,,,,,
2004,Vermont,9.24,428,0.45000000000000107,1,-38.0,-0.08154506437768239,-0.20000000000000107,-43.0,,,,
2005,Vermont,9.27,411,0.02999999999999936,1,-17.0,-0.03971962616822433,0.45000000000000107,-38.0,-0.20000000000000107,-43.0,,
2006,Vermont,9.3,486,0.030000000000001137,1,75.0,0.18248175182481763,0.02999999999999936,-17.0,0.45000000000000107,-38.0,-0.20000000000000107,-43.0
2007,Vermont,9.39,546,0.08999999999999986,1,60.0,0.1234567901234569,0.030000000000001137,75.0,0.02999999999999936,-17.0,0.45000000000000107,-38.0
2008,Vermont,9.23,514,-0.16000000000000014,0,-32.0,-0.05860805860805862,0.08999999999999986,60.0,0.030000000000001137,75.0,0.02999999999999936,-17.0
2009,Vermont,9.72,500,0.4900000000000002,1,-14.0,-0.027237354085603127,-0.16000000000000014,-32.0,0.08999999999999986,60.0,0.030000000000001137,75.0
2010,Vermont,9.56,668,-0.16000000000000014,0,168.0,0.3360000000000001,0.4900000000000002,-14.0,-0.16000000000000014,-32.0,0.08999999999999986,60.0
2011,Vermont,9.37,536,-0.19000000000000128,0,-132.0,-0.19760479041916168,-0.16000000000000014,168.0,0.4900000000000002,-14.0,-0.16000000000000014,-32.0
2012,Vermont,9.53,506,0.16000000000000014,1,-30.0,-0.05597014925373134,-0.19000000000000128,-132.0,-0.16000000000000014,168.0,0.4900000000000002,-14.0
2013,Vermont,9.55,551,0.02000000000000135,1,45.0,0.0889328063241106,0.16000000000000014,-30.0,-0.19000000000000128,-132.0,-0.16000000000000014,168.0
2014,Vermont,9.54,610,-0.010000000000001563,0,59.0,0.10707803992740472,0.02000000000000135,45.0,0.16000000000000014,-30.0,-0.19000000000000128,-132.0
2015,Vermont,9.99,470,0.45000000000000107,1,-140.0,-0.2295081967213115,-0.010000000000001563,59.0,0.02000000000000135,45.0,0.16000000000000014,-30.0
2002,Virginia,7.4,1302,,0,,,,,,,,
