Year,State,MinWage,Patents,D_MinWage,D_MinWage_Positive,D_Patents,D_Patents_Pct,D_MinWage_L1,D_Patents_L1,D_MinWage_L2,D_Patents_L2,D_MinWage_L3,D_Patents_L3
2005,Florida,6.82,2707,-0.22999999999999954,0,-284.0,-0.09495152123035777,-0.1900000000000004,-129.0,-0.16000000000000014,266.0,,
2006,Florida,8.21,3264,1.3900000000000006,1,557.0,0.20576283708902854,-0.22999999999999954,-284.0,-0.1900000000000004,-129.0,-0.16000000000000014,266.0
2007,Florida,8.32,3092,0.10999999999999943,1,-172.0,-0.052696078431372584,1.3900000000000006,557.0,-0.22999999999999954,-284.0,-0.1900000000000004,-129.0
2008,Florida,8.16,2808,-0.16000000000000014,0,-284.0,-0.09184993531694696,0.10999999999999943,-172.0,1.3900000000000006,557.0,-0.22999999999999954,-284.0
2009,Florida,8.69,2899,0.5299999999999994,1,91.0,0.03240740740740744,-0.16000000000000014,-284.0,0.10999999999999943,-172.0,1.3900000000000006,557.0
2010,Florida,8.6,3723,-0.08999999999999986,0,824.0,0.28423594342876846,0.5299999999999994,91.0,-0.16000000000000014,-284.0,0.10999999999999943,-172.0
2011,Florida,8.34,3841,-0.2599999999999998,0,118.0,0.03169486972871338,-0.08999999999999986,824.0,0.5299999999999994,91.0,-0.16000000000000014,-284.0
2012,Florida,8.64,4453,0.3000000000000007,1,612.0,0.15933350689924497,-0.2599999999999998,118.0,-0.08999999999999986,824.0,0.5299999999999994,91.0
2013,Florida,8.65,4761,0.009999999999999787,1,308.0,0.06916685380642273,0.3000000000000007,612.0,-0.2599999999999998,118.0,-0.08999999999999986,824.0
2014,Florida,8.66,5022,0.009999999999999787,1,261.0,0.05482041587901709,0.009999999999999787,308.0,0.3000000000000007,612.0,-0.2599999999999998,118.0
2015,Florida,8.79,4913,0.129999999999999,1,-109.0,-0.021704500199123844,0.009999999999999787,261.0,0.009999999999999787,308.0,0.3000000000000007,612.0
2002,Georgia,7.4,1532,,0,,,,,,,,
2003,Georgia,7.24,1534,-0.16000000000000014,0,2.0,0.0013054830287206887,,,,,,
2004,Georgia,7.05,1492,-0.1900000000000004,0,-42.0,-0.027379400260756248,-0.16000000000000014,2.0,,,,
2005,Georgia,6.82,1358,-0.22999999999999954,0,-134.0,-0.08981233243967823,-0.1900000000000004,-42.0,-0.16000000000000014,2.0,,
2006,Georgia,6.61,1719,-0.20999999999999996,0,361.0,0.26583210603829155,-0.22999999999999954,-134.0,-0.1900000000000004,-42.0,-0.16000000000000014,2.0
2007,Georgia,6.42,1580,-0.1900000000000004,0,-139.0,-0.08086096567771961,-0.20999999999999996,361.0,-0.22999999999999954,-134.0,-0.1900000000000004,-42.0
2008,Georgia,7.03,1586,0.6100000000000003,1,6.0,0.0037974683544304,-0.1900000000000004,-139.0,-0.20999999999999996,361.0,-0.22999999999999954,-134.0
2009,Georgia,7.9,1666,0.8700000000000001,1,80.0,0.05044136191677184,0.6100000000000003,6.0,-0.1900000000000004,-139.0,-0.20999999999999996,361.0
2010,Georgia,8.6,2196,0.6999999999999993,1,530.0,0.3181272509003601,0.8700000000000001,80.0,0.6100000000000003,6.0,-0.1900000000000004,-139.0
2011,Georgia,8.34,2207,-0.2599999999999998,0,11.0,0.005009107468123775,0.6999999999999993,530.0,0.8700000000000001,80.0,0.6100000000000003,6.0
2012,Georgia,8.17,2501,-0.16999999999999993,0,294.0,0.13321250566379694,-0.2599999999999998,11.0,0.6999999999999993,530.0,0.8700000000000001,80.0
2013,Georgia,8.05,2862,-0.11999999999999922,0,361.0,0.14434226309476217,-0.16999999999999993,294.0,-0.2599999999999998,11.0,0.6999999999999993,530.0
2014,Georgia,7.92,2978,-0.13000000000000078,0,116.0,0.040531097134870686,-0.11999999999999922,361.0,-0.16999999999999993,294.0,-0.2599999999999998,11.0
2015,Georgia,7.91,2874,-0.009999999999999787,0,-104.0,-0.0349227669576897,-0.13000000000000078,116.0,-0.11999999999999922,361.0,-0.16999999999999993,294.0
2002,Guam,7.4,2,,0,,,,,,,,
2003,Guam,7.24,0,-0.16000000000000014,0,-2.0,-1.0,,,,,,
2004,Guam,7.05,0,-0.1900000000000004,0,0.0,,-0.16000000000000014,-2.0,,,,
2005,Guam,6.82,0,-0.22999999999999954,0,0.0,,-0.1900000000000004,0.0,-0.16000000000000014,-2.0,,
2006,Guam,6.61,0,-0.20999999999999996,0,0.0,,-0.22999999999999954,0.0,-0.1900000000000004,0.0,-0.16000000000000014,-2.0
2007,Guam,6.42,1,-0.1900000000000004,0,1.0,inf,-0.20999999999999996,0.0,-0.22999999999999954,0.0,-0.1900000000000004,0.0
2008,Guam,7.03,3,0.6100000000000003,1,2.0,2.0,-0.1900000000000004,1.0,-0.20999999999999996,0.0,-0.22999999999999954,0.0
2009,Guam,7.9,1,0.8700000000000001,1,-2.0,-0.6666666666666667,0.6100000000000003,2.0,-0.1900000000000004,1.0,-0.20999999999999996,0.0
2010,Guam,8.6,0,0.6999999999999993,1,-1.0,-1.0,0.8700000000000001,-2.0,0.6100000000000003,2.0,-0.1900000000000004,1.0
2011,Guam,8.34,0,-0.2599999999999998,0,0.0,,0.6999999999999993,-1.0,0.8700000000000001,-2.0,0.6100000000000003,2.0
2012,Guam,8.17,0,-0.16999999999999993,0,0.0,,-0.2599999999999998,0.0,0.6999999999999993,-1.0,0.8700000000000001,-2.0
2013,Guam,8.05,4,-0.11999999999999922,0,4.0,inf,-0.16999999999999993,0.0,-0.2599999999999998,0.0,0.6999999999999993,-1.0
2014,Guam,7.92,3,-0.13000000000000078,0,-1.0,-0.25,-0.11999999999999922,4.0,-0.16999999999999993,0.0,-0.2599999999999998,0.0
2015,Guam,9.0,6,1.08,1,3.0,1.0,-0.13000000000000078,-1.0,-0.11999999999999922,4.0,-0.16999999999999993,0.0
2002,Hawaii,8.27,91,,0,,,,,,,,
2003,Hawaii,8.79,96,0.5199999999999996,1,5.0,0.05494505494505497,,,,,,
2004,Hawaii,8.56,86,-0.22999999999999865,0,-10.0,-0.10416666666666663,0.5199999999999996,5.0,,,,
2005,Hawaii,8.28,58,-0.28000000000000114,0,-28.0,-0.32558139534883723,-0.22999999999999865,-10.0,0.5199999999999996,5.0,,
2006,Hawaii,8.66,101,0.3800000000000008,1,43.0,0.7413793103448276,-0.28000000000000114,-28.0,-0.22999999999999865,-10.0,0.5199999999999996,5.0
2007,Hawaii,9.04,82,0.379999999999999,1,-19.0,-0.18811881188118806,0.3800000000000008,43.0,-0.28000000000000114,-28.0,-0.22999999999999865,-10.0
2008,Hawaii,8.71,101,-0.3299999999999983,0,19.0,0.23170731707317072,0.379999999999999,-19.0,0.3800000000000008,43.0,-0.28000000000000114,-28.0
2009,Hawaii,8.74,96,0.02999999999999936,1,-5.0,-0.04950495049504955,-0.3299999999999983,19.0,0.379999999999999,-19.0,0.3800000000000008,43.0
2010,Hawaii,8.6,144,-0.14000000000000057,0,48.0,0.5,0.02999999999999936,-5.0,-0.3299999999999983,19.0,0.379999999999999,-19.0
2011,Hawaii,8.34,128,-0.2599999999999998,0,-16.0,-0.11111111111111116,-0.14000000000000057,48.0,0.02999999999999936,-5.0,-0.3299999999999983,19.0
2012,Hawaii,8.17,131,-0.16999999999999993,0,3.0,0.0234375,-0.2599999999999998,-16.0,-0.14000000000000057,48.0,0.02999999999999936,-5.0
2013,Hawaii,8.05,146,-0.11999999999999922,0,15.0,0.11450381679389321,-0.16999999999999993,3.0,-0.2599999999999998,-16.0,-0.14000000000000057,48.0
2014,Hawaii,7.92,160,-0.13000000000000078,0,14.0,0.09589041095890405,-0.11999999999999922,15.0,-0.16999999999999993,3.0,-0.2599999999999998,-16.0
2015,Hawaii,8.46,166,0.5400000000000009,1,6.0,0.03750000000000009,-0.13000000000000078,14.0,-0.11999999999999922,15.0,-0.16999999999999993,3.0
2002,Idaho,7.4,1877,,0,,,,,,,,
2003,Idaho,7.24,1850,-0.16000000000000014,0,-27.0,-0.014384656366542403,,,,,,
2004,Idaho,7.05,1822,-0.1900000000000004,0,-28.0,-0.015135135135135092,-0.16000000000000014,-27.0,,,,
2005,Idaho,6.82,1549,-0.22999999999999954,0,-273.0,-0.14983534577387492,-0.1900000000000004,-28.0,-0.16000000000000014,-27.0,,
2006,Idaho,6.61,1717,-0.20999999999999996,0,168.0,0.10845706907682384,-0.22999999999999954,-273.0,-0.1900000000000004,-28.0,-0.16000000000000014,-27.0
2007,Idaho,6.42,1388,-0.1900000000000004,0,-329.0,-0.19161327897495628,-0.20999999999999996,168.0,-0.22999999999999954,-273.0,-0.1900000000000004,-28.0
2008,Idaho,7.03,1207,0.6100000000000003,1,-181.0,-0.1304034582132565,-0.1900000000000004,-329.0,-0.20999999999999996,168.0,-0.22999999999999954,-273.0
2009,Idaho,7.9,985,0.8700000000000001,1,-222.0,-0.18392709196354595,0.6100000000000003,-181.0,-0.1900000000000004,-329.0,-0.20999999999999996,168.0
2010,Idaho,8.6,1162,0.6999999999999993,1,177.0,0.1796954314720811,0.8700000000000001,-222.0,0.6100000000000003,-181.0,-0.1900000000000004,-329.0
2011,Idaho,8.34,1089,-0.2599999999999998,0,-73.0,-0.06282271944922546,0.6999999999999993,177.0,0.8700000000000001,-222.0,0.6100000000000003,-181.0
2012,Idaho,8.17,979,-0.16999999999999993,0,-110.0,-0.101010101010101,-0.2599999999999998,-73.0,0.6999999999999993,177.0,0.8700000000000001,-222.0
2013,Idaho,8.05,1029,-0.11999999999999922,0,50.0,0.05107252298263543,-0.16999999999999993,-110.0,-0.2599999999999998,-73.0,0.6999999999999993,177.0
2014,Idaho,7.92,1045,-0.13000000000000078,0,16.0,0.01554907677356665,-0.11999999999999922,50.0,-0.16999999999999993,-110.0,-0.2599999999999998,-73.0
2015,Idaho,7.91,909,-0.009999999999999787,0,-136.0,-0.13014354066985645,-0.13000000000000078,16.0,-0.11999999999999922,50.0,-0.16999999999999993,-110.0
2002,Illinois,7.4,3937,,0,,,,,,,,
2003,Illinois,7.24,3961,-0.16000000000000014,0,24.0,0.00609601219202438,,,,,,
2004,Illinois,7.53,3754,0.29000000000000004,1,-207.0,-0.05225953042161069,-0.16000000000000014,24.0,,,,
2005,Illinois,8.61,3297,1.0799999999999992,1,-457.0,-0.12173681406499737,0.29000000000000004,-207.0,-0.16000000000000014,24.0,,
2006,Illinois,8.34,4053,-0.2699999999999996,0,756.0,0.2292993630573248,1.0799999999999992,-457.0,0.29000000000000004,-207.0,-0.16000000000000014,24.0
2007,Illinois,9.36,3712,1.0199999999999996,1,-341.0,-0.08413520848754008,-0.2699999999999996,756.0,1.0799999999999992,-457.0,0.29000000000000004,-207.0
2008,Illinois,9.31,3581,-0.049999999999998934,0,-131.0,-0.0352909482758621,1.0199999999999996,-341.0,-0.2699999999999996,756.0,1.0799999999999992,-457.0
2009,Illinois,9.65,3615,0.33999999999999986,1,34.0,0.009494554593688864,-0.049999999999998934,-131.0,1.0199999999999996,-341.0,-0.2699999999999996,756.0
2010,Illinois,9.79,4374,0.1399999999999988,1,759.0,0.2099585062240663,0.33999999999999986,34.0,-0.049999999999998934,-131.0,1.0199999999999996,-341.0
2011,Illinois,9.49,4594,-0.29999999999999893,0,220.0,0.050297210791037994,0.1399999999999988,759.0,0.33999999999999986,34.0,-0.049999999999998934,-131.0
2012,Illinois,9.29,5078,-0.20000000000000107,0,484.0,0.10535481062255125,-0.29999999999999893,220.0,0.1399999999999988,759.0,0.33999999999999986,34.0
2013,Illinois,9.16,5357,-0.129999999999999,0,279.0,0.05494289090192983,-0.20000000000000107,484.0,-0.29999999999999893,220.0,0.1399999999999988,759.0
2014,Illinois,9.01,5924,-0.15000000000000036,0,567.0,0.10584282247526611,-0.129999999999999,279.0,-0.20000000000000107,484.0,-0.29999999999999893,220.0
2015,Illinois,9.0,5862,-0.009999999999999787,0,-62.0,-0.010465901417960888,-0.15000000000000036,567.0,-0.129999999999999,279.0,-0.20000000000000107,484.0
2002,Indiana,7.4,1745,,0,,,,,,,,
2003,Indiana,7.24,1679,-0.16000000000000014,0,-66.0,-0.037822349570200586,,,,,,
2004,Indiana,7.05,1485,-0.1900000000000004,0,-194.0,-0.11554496724240615,-0.16000000000000014,-66.0,,,,
2005,Indiana,6.82,1246,-0.22999999999999954,0,-239.0,-0.16094276094276094,-0.1900000000000004,-194.0,-0.16000000000000014,-66.0,,
2006,Indiana,6.61,1499,-0.20999999999999996,0,253.0,0.2030497592295346,-0.22999999999999954,-239.0,-0.1900000000000004,-194.0,-0.16000000000000014,-66.0
2007,Indiana,6.42,1385,-0.1900000000000004,0,-114.0,-0.07605070046697804,-0.20999999999999996,253.0,-0.22999999999999954,-239.0,-0.1900000000000004,-194.0
2008,Indiana,7.03,1196,0.6100000000000003,1,-189.0,-0.13646209386281594,-0.1900000000000004,-114.0,-0.20999999999999996,253.0,-0.22999999999999954,-239.0
2009,Indiana,7.9,1246,0.8700000000000001,1,50.0,0.041806020066889715,0.6100000000000003,-189.0,-0.1900000000000004,-114.0,-0.20999999999999996,253.0
2010,Indiana,8.6,1697,0.6999999999999993,1,451.0,0.3619582664526484,0.8700000000000001,50.0,0.6100000000000003,-189.0,-0.1900000000000004,-114.0
2011,Indiana,8.34,1633,-0.2599999999999998,0,-64.0,-0.037713612256923934,0.6999999999999993,451.0,0.8700000000000001,50.0,0.6100000000000003,-189.0
2012,Indiana,8.17,1963,-0.16999999999999993,0,330.0,0.20208205756276798,-0.2599999999999998,-64.0,0.6999999999999993,451.0,0.8700000000000001,50.0
2013,Indiana,8.05,2167,-0.11999999999999922,0,204.0,0.10392256749872653,-0.16999999999999993,330.0,-0.2599999999999998,-64.0,0.6999999999999993,451.0
2014,Indiana,7.92,2265,-0.13000000000000078,0,98.0,0.045223811721273544,-0.11999999999999922,204.0,-0.16999999999999993,330.0,-0.2599999999999998,-64.0
2015,Indiana,7.91,2278,-0.009999999999999787,0,13.0,0.005739514348785946,-0.13000000000000078,98.0,-0.11999999999999922,204.0,-0.16999999999999993,330.0
2002,Iowa,7.4,681,,0,,,,,,,,
2003,Iowa,7.24,711,-0.16000000000000014,0,30.0,0.044052863436123246,,,,,,
2004,Iowa,7.05,736,-0.1900000000000004,0,25.0,0.035161744022503605,-0.16000000000000014,30.0,,,,
2005,Iowa,6.82,629,-0.22999999999999954,0,-107.0,-0.14538043478260865,-0.1900000000000004,25.0,-0.16000000000000014,30.0,,
2006,Iowa,6.61,732,-0.20999999999999996,0,103.0,0.16375198728139906,-0.22999999999999954,-107.0,-0.1900000000000004,25.0,-0.16000000000000014,30.0
2007,Iowa,6.42,664,-0.1900000000000004,0,-68.0,-0.09289617486338797,-0.20999999999999996,103.0,-0.22999999999999954,-107.0,-0.1900000000000004,25.0
2008,Iowa,8.71,645,2.290000000000001,1,-19.0,-0.028614457831325324,-0.1900000000000004,-68.0,-0.20999999999999996,103.0,-0.22999999999999954,-107.0
2009,Iowa,8.74,730,0.02999999999999936,1,85.0,0.13178294573643412,2.290000000000001,-19.0,-0.1900000000000004,-68.0,-0.20999999999999996,103.0
2010,Iowa,8.6,809,-0.14000000000000057,0,79.0,0.10821917808219172,0.02999999999999936,85.0,2.290000000000001,-19.0,-0.1900000000000004,-68.0
2011,Iowa,8.34,856,-0.2599999999999998,0,47.0,0.05809641532756493,-0.14000000000000057,79.0,0.02999999999999936,85.0,2.290000000000001,-19.0
2012,Iowa,8.17,914,-0.16999999999999993,0,58.0,0.06775700934579443,-0.2599999999999998,47.0,-0.14000000000000057,79.0,0.02999999999999936,85.0
2013,Iowa,8.05,996,-0.11999999999999922,0,82.0,0.0897155361050328,-0.16999999999999993,58.0,-0.2599999999999998,47.0,-0.14000000000000057,79.0
2014,Iowa,7.92,1057,-0.13000000000000078,0,61.0,0.06124497991967881,-0.11999999999999922,82.0,-0.16999999999999993,58.0,-0.2599999999999998,47.0
2015,Iowa,7.91,1078,-0.009999999999999787,0,21.0,0.019867549668874274,-0.13000000000000078,61.0,-0.11999999999999922,82.0,-0.16999999999999993,58.0
2002,Kansas,7.4,503,,0,,,,,,,,
2003,Kansas,7.24,491,-0.16000000000000014,0,-12.0,-0.02385685884691846,,,,,,
2004,Kansas,7.05,540,-0.1900000000000004,0,49.0,0.09979633401221988,-0.16000000000000014,-12.0,,,,
2005,Kansas,6.82,456,-0.22999999999999954,0,-84.0,-0.15555555555555556,-0.1900000000000004,49.0,-0.16000000000000014,-12.0,,
2006,Kansas,6.61,581,-0.20999999999999996,0,125.0,0.2741228070175439,-0.22999999999999954,-84.0,-0.1900000000000004,49.0,-0.16000000000000014,-12.0
2007,Kansas,6.42,523,-0.1900000000000004,0,-58.0,-0.09982788296041312,-0.20999999999999996,125.0,-0.22999999999999954,-84.0,-0.1900000000000004,49.0
2008,Kansas,7.03,544,0.6100000000000003,1,21.0,0.040152963671128195,-0.1900000000000004,-58.0,-0.20999999999999996,125.0,-0.22999999999999954,-84.0
2009,Kansas,7.9,509,0.8700000000000001,1,-35.0,-0.06433823529411764,0.6100000000000003,21.0,-0.1900000000000004,-58.0,-0.20999999999999996,125.0
2010,Kansas,8.6,728,0.6999999999999993,1,219.0,0.43025540275049123,0.8700000000000001,-35.0,0.6100000000000003,21.0,-0.1900000000000004,-58.0
2011,Kansas,8.34,805,-0.2599999999999998,0,77.0,0.10576923076923084,0.6999999999999993,219.0,0.8700000000000001,-35.0,0.6100000000000003,21.0
2012,Kansas,8.17,1100,-0.16999999999999993,0,295.0,0.36645962732919246,-0.2599999999999998,77.0,0.6999999999999993,219.0,0.8700000000000001,-35.0
2013,Kansas,8.05,1088,-0.11999999999999922,0,-12.0,-0.010909090909090868,-0.16999999999999993,295.0,-0.2599999999999998,77.0,0.6999999999999993,219.0
2014,Kansas,7.92,1036,-0.13000000000000078,0,-52.0,-0.047794117647058876,-0.11999999999999922,-12.0,-0.16999999999999993,295.0,-0.2599999999999998,77.0
2015,Kansas,7.91,1001,-0.009999999999999787,0,-35.0,-0.03378378378378377,-0.13000000000000078,-52.0,-0.11999999999999922,-12.0,-0.16999999999999993,295.0
2002,Kentucky,7.4,496,,0,,,,,,,,
2003,Kentucky,7.24,497,-0.16000000000000014,0,1.0,0.002016129032258007,,,,,,
2004,Kentucky,7.05,463,-0.1900000000000004,0,-34.0,-0.06841046277665996,-0.16000000000000014,1.0,,,,
2005,Kentucky,6.82,377,-0.22999999999999954,0,-86.0,-0.18574514038876888,-0.1900000000000004,-34.0,-0.16000000000000014,1.0,,
2006,Kentucky,6.61,471,-0.20999999999999996,0,94.0,0.24933687002652527,-0.22999999999999954,-86.0,-0.1900000000000004,-34.0,-0.16000000000000014,1.0
2007,Kentucky,6.42,505,-0.1900000000000004,0,34.0,0.0721868365180467,-0.20999999999999996,94.0,-0.22999999999999954,-86.0,-0.1900000000000004,-34.0
2008,Kentucky,7.03,469,0.6100000000000003,1,-36.0,-0.07128712871287124,-0.1900000000000004,34.0,-0.20999999999999996,94.0,-0.22999999999999954,-86.0
2009,Kentucky,7.9,457,0.8700000000000001,1,-12.0,-0.02558635394456288,0.6100000000000003,-36.0,-0.1900000000000004,34.0,-0.20999999999999996,94.0
2010,Kentucky,8.6,601,0.6999999999999993,1,144.0,0.3150984682713347,0.8700000000000001,-12.0,0.6100000000000003,-36.0,-0.1900000000000004,34.0
2011,Kentucky,8.34,551,-0.2599999999999998,0,-50.0,-0.08319467554076543,0.6999999999999993,144.0,0.8700000000000001,-12.0,0.6100000000000003,-36.0
2012,Kentucky,8.17,620,-0.16999999999999993,0,69.0,0.12522686025408358,-0.2599999999999998,-50.0,0.6999999999999993,144.0,0.8700000000000001,-12.0
2013,Kentucky,8.05,625,-0.11999999999999922,0,5.0,0.008064516129032251,-0.16999999999999993,69.0,-0.2599999999999998,-50.0,0.6999999999999993,144.0
2014,Kentucky,7.92,714,-0.13000000000000078,0,89.0,0.14240000000000008,-0.11999999999999922,5.0,-0.16999999999999993,69.0,-0.2599999999999998,-50.0
2015,Kentucky,7.91,716,-0.009999999999999787,0,2.0,0.0028011204481792618,-0.13000000000000078,89.0,-0.11999999999999922,5.0,-0.16999999999999993,69.0
2002,Louisiana,7.4,484,,0,,,,,,,,
2003,Louisiana,7.24,439,-0.16000000000000014,0,-45.0,-0.09297520661157022,,,,,,
2004,Louisiana,7.05,387,-0.1900000000000004,0,-52.0,-0.1184510250569476,-0.16000000000000014,-45.0,,,,
2005,Louisiana,6.82,298,-0.22999999999999954,0,-89.0,-0.22997416020671835,-0.1900000000000004,-52.0,-0.16000000000000014,-45.0,,
2006,Louisiana,6.61,365,-0.20999999999999996,0,67.0,0.22483221476510074,-0.22999999999999954,-89.0,-0.1900000000000004,-52.0,-0.16000000000000014,-45.0
2007,Louisiana,6.42,294,-0.1900000000000004,0,-71.0,-0.19452054794520546,-0.20999999999999996,67.0,-0.22999999999999954,-89.0,-0.1900000000000004,-52.0
2008,Louisiana,7.03,322,0.6100000000000003,1,28.0,0.09523809523809534,-0.1900000000000004,-71.0,-0.20999999999999996,67.0,-0.22999999999999954,-89.0
2009,Louisiana,7.9,315,0.8700000000000001,1,-7.0,-0.021739130434782594,0.6100000000000003,28.0,-0.1900000000000004,-71.0,-0.20999999999999996,67.0
2010,Louisiana,8.6,355,0.6999999999999993,1,40.0,0.12698412698412698,0.8700000000000001,-7.0,0.6100000000000003,28.0,-0.1900000000000004,-71.0
2011,Louisiana,8.34,368,-0.2599999999999998,0,13.0,0.036619718309859106,0.6999999999999993,40.0,0.8700000000000001,-7.0,0.6100000000000003,28.0
2012,Louisiana,8.17,445,-0.16999999999999993,0,77.0,0.2092391304347827,-0.2599999999999998,13.0,0.6999999999999993,40.0,0.8700000000000001,-7.0
2013,Louisiana,8.05,439,-0.11999999999999922,0,-6.0,-0.013483146067415741,-0.16999999999999993,77.0,-0.2599999999999998,13.0,0.6999999999999993,40.0
2014,Louisiana,7.92,487,-0.13000000000000078,0,48.0,0.1093394077448746,-0.11999999999999922,-6.0,-0.16999999999999993,77.0,-0.2599999999999998,13.0
2015,Louisiana,7.91,446,-0.009999999999999787,0,-41.0,-0.08418891170431209,-0.13000000000000078,48.0,-0.11999999999999922,-6.0,-0.16999999999999993,77.0
2002,Maine,8.27,168,,0,,,,,,,,
2003,Maine,8.79,164,0.5199999999999996,1,-4.0,-0.023809523809523836,,,,,,
2004,Maine,8.56,138,-0.22999999999999865,0,-26.0,-0.1585365853658537,0.5199999999999996,-4.0,,,,
2005,Maine,8.41,159,-0.15000000000000036,0,21.0,0.15217391304347827,-0.22999999999999865,-26.0,0.5199999999999996,-4.0,,
2006,Maine,8.34,156,-0.07000000000000028,0,-3.0,-0.018867924528301883,-0.15000000000000036,21.0,-0.22999999999999865,-26.0,0.5199999999999996,-4.0
2007,Maine,8.42,126,0.08000000000000007,1,-30.0,-0.1923076923076923,-0.07000000000000028,-3.0,-0.15000000000000036,21.0,-0.22999999999999865,-26.0
2008,Maine,8.41,136,-0.009999999999999787,0,10.0,0.0793650793650793,0.08000000000000007,-30.0,-0.07000000000000028,-3.0,-0.15000000000000036,21.0
2009,Maine,8.74,130,0.33000000000000007,1,-6.0,-0.044117647058823484,-0.009999999999999787,10.0,0.08000000000000007,-30.0,-0.07000000000000028,-3.0
2010,Maine,8.9,220,0.16000000000000014,1,90.0,0.6923076923076923,0.33000000000000007,-6.0,-0.009999999999999787,10.0,0.08000000000000007,-30.0
2011,Maine,8.62,202,-0.28000000000000114,0,-18.0,-0.08181818181818179,0.16000000000000014,90.0,0.33000000000000007,-6.0,-0.009999999999999787,10.0
2012,Maine,8.45,222,-0.16999999999999993,0,20.0,0.0990099009900991,-0.28000000000000114,-18.0,0.16000000000000014,90.0,0.33000000000000007,-6.0
2013,Maine,8.33,243,-0.11999999999999922,0,21.0,0.09459459459459452,-0.16999999999999993,20.0,-0.28000000000000114,-18.0,0.16000000000000014,90.0
2014,Maine,8.19,222,-0.14000000000000057,0,-21.0,-0.0864197530864198,-0.11999999999999922,21.0,-0.16999999999999993,20.0,-0.28000000000000114,-18.0
2015,Maine,8.18,226,-0.009999999999999787,0,4.0,0.018018018018018056,-0.14000000000000057,-21.0,-0.11999999999999922,21.0,-0.16999999999999993,20.0
2002,Maryland,7.4,1612,,0,,,,,,,,
2003,Maryland,7.24,1579,-0.16000000000000014,0,-33.0,-0.020471464019851116,,,,,,
2004,Maryland,7.05,1440,-0.1900000000000004,0,-139.0,-0.0880303989867004,-0.16000000000000014,-33.0,,,,
2005,Maryland,6.82,1284,-0.22999999999999954,0,-156.0,-0.10833333333333328,-0.1900000000000004,-139.0,-0.16000000000000014,-33.0,,
2006,Maryland,6.61,1558,-0.20999999999999996,0,274.0,0.21339563862928346,-0.22999999999999954,-156.0,-0.1900000000000004,-139.0,-0.16000000000000014,-33.0
2007,Maryland,7.67,1409,1.0599999999999996,1,-149.0,-0.09563543003851094,-0.20999999999999996,274.0,-0.22999999999999954,-156.0,-0.1900000000000004,-139.0
2008,Maryland,7.39,1429,-0.28000000000000025,0,20.0,0.01419446415897796,1.0599999999999996,-149.0,-0.20999999999999996,274.0,-0.22999999999999954,-156.0
2009,Maryland,7.9,1445,0.5100000000000007,1,16.0,0.011196641007697794,-0.28000000000000025,20.0,1.0599999999999996,-149.0,-0.20999999999999996,274.0
2010,Maryland,8.6,1732,0.6999999999999993,1,287.0,0.19861591695501724,0.5100000000000007,16.0,-0.28000000000000025,20.0,1.0599999999999996,-149.0
2011,Maryland,8.34,1641,-0.2599999999999998,0,-91.0,-0.052540415704387944,0.6999999999999993,287.0,0.5100000000000007,16.0,-0.28000000000000025,20.0
2012,Maryland,8.17,1715,-0.16999999999999993,0,74.0,0.04509445460085315,-0.2599999999999998,-91.0,0.6999999999999993,287.0,0.5100000000000007,16.0
2013,Maryland,8.05,1889,-0.11999999999999922,0,174.0,0.10145772594752178,-0.16999999999999993,74.0,-0.2599999999999998,-91.0,0.6999999999999993,287.0
2014,Maryland,7.92,2005,-0.13000000000000078,0,116.0,0.0614081524616199,-0.11999999999999922,174.0,-0.16999999999999993,74.0,-0.2599999999999998,-91.0
2015,Maryland,9.0,1964,1.08,1,-41.0,-0.02044887780548632,-0.13000000000000078,116.0,-0.11999999999999922,174.0,-0.16999999999999993,74.0
2002,Massachusetts,9.71,3837,,0,,,,,,,,
2003,Massachusetts,9.49,4191,-0.22000000000000064,0,354.0,0.09225957779515248,,,,,,
2004,Massachusetts,9.24,3906,-0.25,0,-285.0,-0.06800286327845384,-0.22000000000000064,354.0,,,,
2005,Massachusetts,8.94,3303,-0.3000000000000007,0,-603.0,-0.15437788018433185,-0.25,-285.0,-0.22000000000000064,354.0,,
2006,Massachusetts,8.66,4369,-0.27999999999999936,0,1066.0,0.3227369058431728,-0.3000000000000007,-603.0,-0.25,-285.0,-0.22000000000000064,354.0
2007,Massachusetts,9.36,3837,0.6999999999999993,1,-532.0,-0.12176699473563746,-0.27999999999999936,1066.0,-0.3000000000000007,-603.0,-0.25,-285.0
2008,Massachusetts,9.61,3897,0.25,1,60.0,0.015637216575449475,0.6999999999999993,-532.0,-0.27999999999999936,1066.0,-0.3000000000000007,-603.0
2009,Massachusetts,9.65,4038,0.040000000000000924,1,141.0,0.03618167821401075,0.25,60.0,0.6999999999999993,-532.0,-0.27999999999999936,1066.0
2010,Massachusetts,9.49,5261,-0.16000000000000014,0,1223.0,0.30287270926201093,0.040000000000000924,141.0,0.25,60.0,0.6999999999999993,-532.0
2011,Massachusetts,9.2,5526,-0.2900000000000009,0,265.0,0.05037065196730661,-0.16000000000000014,1223.0,0.040000000000000924,141.0,0.25,60.0
2012,Massachusetts,9.01,6119,-0.1899999999999995,0,593.0,0.10731089395584514,-0.2900000000000009,265.0,-0.16000000000000014,1223.0,0.040000000000000924,141.0
